timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_length,tcp_flags,flow_duration,flow_packet_count,flow_byte_count,flow_pps,flow_bps,scan_distinct_ports,scan_pps,syn_count,port_repeat_count
1784862345.2987297,172.27.112.252,8.8.8.8,38595,53,UDP,47,,0.0,1,47,0.0,0.0,0,0.0,0,0
1784862345.3012226,172.27.112.252,142.250.182.238,,,OTHER,98,,0.0,1,98,0.0,0.0,0,0.0,0,0
1784862345.3019617,172.27.112.252,142.250.182.238,57304,80,TCP,74,S,0.0,1,74,0.0,0.0,1,2706.0,1,1
1784862345.3345852,172.27.112.252,142.250.182.238,41390,443,TCP,74,S,0.0,1,74,0.0,0.0,2,89.92,2,1
1784862345.521651,142.250.182.238,172.27.112.252,,,OTHER,98,,0.0,1,98,0.0,0.0,0,0.0,0,0
1784862345.52246,142.250.182.238,172.27.112.252,443,41390,TCP,74,SA,0.0,1,74,0.0,0.0,1,2472.33,0,0
1784862345.522837,142.250.182.238,172.27.112.252,80,57304,TCP,74,SA,0.0,1,74,0.0,0.0,2,2529.74,0,0
1784862345.5231125,172.27.112.252,142.250.182.238,41390,443,TCP,66,A,0.189,2,140,10.61,742.6,2,18.03,2,1
1784862345.5233924,172.27.112.252,142.250.182.238,57304,80,TCP,66,A,0.221,2,140,9.03,632.25,2,22.51,2,1
1784862345.5237207,172.27.112.252,142.250.182.238,57304,80,TCP,86,PA,0.222,3,226,13.53,1019.12,2,26.97,2,1
1784862345.538544,172.27.112.252,142.250.182.238,41390,443,TCP,1636,PA,0.204,3,1776,14.71,8707.64,2,29.5,2,1
1784862345.860774,142.250.182.238,172.27.112.252,80,57304,TCP,66,A,0.338,2,140,5.92,414.28,2,11.8,0,0
1784862345.8615007,142.250.182.238,172.27.112.252,443,41390,TCP,66,A,0.339,2,140,5.9,412.93,2,14.71,0,0
1784862345.8621929,142.250.182.238,172.27.112.252,443,41390,TCP,2762,PA,0.34,3,2902,8.83,8542.0,2,17.62,0,0
1784862345.8626275,142.250.182.238,172.27.112.252,443,41390,TCP,2762,PA,0.34,4,5664,11.76,16650.62,2,20.53,0,0
1784862345.862975,142.250.182.238,172.27.112.252,443,41390,TCP,932,PA,0.341,5,6596,14.68,19370.66,2,23.44,0,0
1784862345.8632278,172.27.112.252,142.250.182.238,41390,443,TCP,66,A,0.529,4,1842,7.57,3484.4,2,14.23,2,1
1784862345.8634603,172.27.112.252,142.250.182.238,41390,443,TCP,66,A,0.529,5,1908,9.45,3607.66,2,16.01,2,1
1784862345.8636856,172.27.112.252,142.250.182.238,41390,443,TCP,66,A,0.529,6,1974,11.34,3730.86,2,17.78,2,1
1784862345.8699136,172.27.112.252,142.250.182.238,41390,443,TCP,146,PA,0.535,7,2120,13.08,3960.19,2,19.34,2,1
1784862345.8703926,172.27.112.252,142.250.182.238,41390,443,TCP,188,PA,0.536,8,2308,14.93,4307.52,2,21.08,2,1
1784862345.8707037,172.27.112.252,142.250.182.238,41390,443,TCP,114,PA,0.536,9,2422,16.79,4517.66,2,22.83,2,1
1784862345.9157267,142.250.182.238,172.27.112.252,80,57304,TCP,1315,PA,0.393,3,1455,7.64,3703.33,2,22.84,0,0
1784862345.9169703,172.27.112.252,142.250.182.238,57304,80,TCP,66,A,0.615,4,292,6.5,474.79,2,22.74,2,1
1784862345.9176278,142.250.182.238,172.27.112.252,80,57304,TCP,66,FA,0.395,4,1521,10.13,3852.67,2,25.25,0,0
1784862345.9180193,172.27.112.252,142.250.182.238,57304,80,TCP,66,FA,0.616,5,358,8.12,581.11,2,24.32,2,1
1784862345.9301684,172.27.112.252,142.250.182.238,57312,80,TCP,74,S,0.0,1,74,0.0,0.0,2,25.44,3,2
1784862345.955187,142.250.182.238,172.27.112.252,443,41390,TCP,716,PA,0.433,6,7312,13.87,16897.49,2,25.37,0,0
1784862345.956169,172.27.112.252,142.250.182.238,41390,443,TCP,97,PA,0.622,10,2519,16.09,4052.55,2,25.96,3,1
1784862345.9569218,142.250.182.238,172.27.112.252,443,41390,TCP,97,PA,0.434,7,7409,16.11,17053.28,2,27.57,0,0
1784862345.9901683,142.250.182.238,172.27.112.252,80,57304,TCP,66,A,0.467,5,1587,10.7,3395.88,2,27.75,0,0
1784862345.996816,142.250.182.238,172.27.112.252,80,57312,TCP,74,SA,0.0,1,74,0.0,0.0,3,29.46,0,0
1784862345.9973452,172.27.112.252,142.250.182.238,57312,80,TCP,66,A,0.067,2,140,29.77,2084.05,2,25.86,3,2
1784862345.9977021,172.27.112.252,142.250.182.238,57312,80,TCP,86,PA,0.068,3,226,44.42,3346.48,2,27.28,3,2
1784862346.0050457,172.27.112.252,142.250.182.238,41390,443,TCP,66,A,0.67,11,2585,16.41,3855.56,2,28.42,3,1
1784862346.0228703,142.250.182.238,172.27.112.252,443,41390,TCP,486,PA,0.5,8,7895,15.99,15777.05,3,29.93,0,0
1784862346.023376,172.27.112.252,142.250.182.238,41390,443,TCP,66,A,0.689,12,2651,17.42,3848.77,2,29.08,3,1
1784862346.0251827,142.250.182.238,172.27.112.252,443,41390,TCP,317,PA,0.503,9,8212,17.9,16335.05,3,31.78,0,0
1784862346.02607,142.250.182.238,172.27.112.252,443,41390,TCP,105,PA,0.504,10,8317,19.86,16514.76,3,33.7,0,0
1784862346.026706,172.27.112.252,142.250.182.238,41390,443,TCP,66,A,0.692,13,2717,18.78,3925.62,2,30.32,3,1
1784862346.0276885,172.27.112.252,142.250.182.238,41390,443,TCP,66,A,0.693,14,2783,20.2,4015.27,2,31.66,3,1
1784862346.0499933,142.250.182.238,172.27.112.252,443,41390,TCP,66,A,0.528,11,8383,20.85,15890.94,3,34.07,0,0
1784862346.0673141,142.250.182.238,172.27.112.252,80,57312,TCP,66,A,0.07,2,140,28.37,1985.87,3,34.82,0,0
1784862346.1078825,172.27.112.252,142.251.153.119,60622,443,TCP,74,S,0.0,1,74,0.0,0.0,2,29.75,4,1
1784862346.137175,142.250.182.238,172.27.112.252,80,57312,TCP,1313,PA,0.14,3,1453,21.37,10352.01,3,32.49,0,0
1784862346.1378686,142.250.182.238,172.27.112.252,80,57312,TCP,66,FA,0.141,4,1519,28.36,10769.02,3,34.08,0,0
1784862346.1381407,172.27.112.252,142.250.182.238,57312,80,TCP,66,A,0.208,4,292,19.23,1404.03,2,29.87,4,2
1784862346.138436,172.27.112.252,142.250.182.238,57312,80,TCP,66,FA,0.208,5,358,24.01,1718.94,2,31.06,4,2
1784862346.1516614,172.27.112.252,142.250.182.238,57318,80,TCP,74,S,0.0,1,74,0.0,0.0,2,31.75,5,3
1784862346.1985493,142.251.153.119,172.27.112.252,443,60622,TCP,74,SA,0.0,1,74,0.0,0.0,1,0.0,0,0
1784862346.1990209,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.091,2,140,21.94,1536.13,2,31.19,5,1
1784862346.1997912,172.27.112.252,142.251.153.119,60622,443,TCP,1640,PA,0.092,3,1780,32.64,19367.05,2,32.27,5,1
1784862346.2041938,142.250.182.238,172.27.112.252,80,57312,TCP,66,A,0.207,5,1585,24.11,7643.05,3,32.23,0,0
1784862346.2182193,142.250.182.238,172.27.112.252,80,57318,TCP,74,SA,0.0,1,74,0.0,0.0,4,33.02,0,0
1784862346.21865,172.27.112.252,142.250.182.238,57318,80,TCP,66,A,0.067,2,140,29.86,2089.9,2,32.7,5,3
1784862346.2190168,172.27.112.252,142.250.182.238,57318,80,TCP,86,PA,0.067,3,226,44.54,3355.34,2,33.78,5,3
1784862346.290271,142.251.153.119,172.27.112.252,443,60622,TCP,66,A,0.092,2,140,21.81,1526.36,1,21.81,0,0
1784862346.2908652,142.250.182.238,172.27.112.252,80,57318,TCP,66,A,0.073,2,140,27.53,1927.16,4,31.2,0,0
1784862346.293189,142.251.153.119,172.27.112.252,443,60622,TCP,2762,PA,0.095,3,2902,31.7,30663.64,1,31.7,0,0
1784862346.2935858,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.186,4,1846,21.54,9940.59,2,32.25,5,1
1784862346.294395,142.251.153.119,172.27.112.252,443,60622,TCP,2572,PA,0.096,4,5474,41.73,57112.63,1,41.73,0,0
1784862346.2948065,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.187,5,1912,26.75,10228.76,2,33.21,5,1
1784862346.295667,172.27.112.252,142.251.153.119,60622,443,TCP,146,PA,0.188,6,2058,31.95,10959.37,2,34.19,5,1
1784862346.2961347,172.27.112.252,142.251.153.119,60622,443,TCP,192,PA,0.188,7,2250,37.18,11952.05,2,35.18,5,1
1784862346.2969587,172.27.112.252,142.251.153.119,60622,443,TCP,114,PA,0.189,8,2364,42.31,12502.9,2,36.15,5,1
1784862346.2986488,172.27.112.252,142.250.182.238,,,OTHER,98,,0.997,2,196,2.01,196.51,2,37.1,5,0
1784862346.3025506,172.27.112.252,8.8.8.8,57774,53,UDP,47,,0.0,1,47,0.0,0.0,2,36.95,5,0
1784862346.3618524,142.250.182.238,172.27.112.252,80,57318,TCP,1314,PA,0.144,3,1454,20.89,10123.01,4,29.75,0,0
1784862346.362329,142.250.182.238,172.27.112.252,80,57318,TCP,66,FA,0.144,4,1520,27.76,10547.52,4,30.93,0,0
1784862346.3625884,172.27.112.252,142.250.182.238,57318,80,TCP,66,A,0.211,4,292,18.96,1384.37,2,35.8,5,3
1784862346.3628407,172.27.112.252,142.250.182.238,57318,80,TCP,66,FA,0.211,5,358,23.68,1695.24,2,36.74,5,3
1784862346.3634303,142.250.182.238,172.27.112.252,,,OTHER,98,,0.842,2,196,2.38,232.84,4,32.07,0,0
1784862346.3657846,142.251.153.119,172.27.112.252,443,60622,TCP,66,A,0.167,5,5540,29.9,33126.96,1,29.9,0,0
1784862346.3675833,142.251.153.119,172.27.112.252,443,60622,TCP,716,PA,0.169,6,6256,35.5,37010.3,1,35.5,0,0
1784862346.368333,172.27.112.252,142.251.153.119,60622,443,TCP,97,PA,0.26,9,2461,34.56,9449.01,2,37.48,5,1
1784862346.3690019,142.251.153.119,172.27.112.252,443,60622,TCP,97,PA,0.17,7,6353,41.07,37271.36,1,41.07,0,0
1784862346.3753207,172.27.112.252,142.250.182.238,57328,80,TCP,74,S,0.0,1,74,0.0,0.0,2,38.17,6,4
1784862346.4093955,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.302,10,2527,33.17,8381.07,2,37.9,6,1
1784862346.452692,142.250.182.238,172.27.112.252,80,57318,TCP,66,A,0.234,5,1586,21.32,6764.11,4,30.07,0,0
1784862346.4623716,142.250.182.238,172.27.112.252,80,57328,TCP,74,SA,0.0,1,74,0.0,0.0,5,30.83,0,0
1784862346.462937,172.27.112.252,142.250.182.238,57328,80,TCP,66,A,0.088,2,140,22.83,1597.87,2,37.01,6,4
1784862346.4632978,172.27.112.252,142.250.182.238,57328,80,TCP,86,PA,0.088,3,226,34.1,2568.85,2,37.86,6,4
1784862346.471543,142.251.153.119,172.27.112.252,443,60622,TCP,1067,PA,0.273,8,7420,29.3,27180.1,1,29.3,0,0
1784862346.4719505,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.364,11,2593,30.21,7122.3,2,38.44,6,1
1784862346.4728718,142.251.153.119,172.27.112.252,443,60622,TCP,1414,PA,0.274,9,8834,32.81,32202.97,1,32.81,0,0
1784862346.4733255,142.251.153.119,172.27.112.252,443,60622,TCP,1414,PA,0.275,10,10248,36.39,37295.8,1,36.39,0,0
1784862346.473634,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.366,12,2659,32.81,7269.96,2,39.24,6,1
1784862346.4738836,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.366,13,2725,35.52,7445.33,2,40.08,6,1
1784862346.4771981,142.251.153.119,172.27.112.252,443,60622,TCP,2762,PA,0.279,11,13010,39.48,46689.59,1,39.48,0,0
1784862346.47813,142.251.153.119,172.27.112.252,443,60622,TCP,2762,PA,0.28,12,15772,42.92,56413.02,1,42.92,0,0
1784862346.4786553,142.251.153.119,172.27.112.252,443,60622,TCP,799,PA,0.28,13,16571,46.41,59159.73,1,46.41,0,0
1784862346.479003,142.251.153.119,172.27.112.252,443,60622,TCP,1414,A,0.28,14,17985,49.92,64128.24,1,49.92,0,0
1784862346.479362,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.371,14,2791,37.69,7513.2,2,40.74,6,1
1784862346.4796488,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.372,15,2857,40.35,7684.93,2,41.58,6,1
1784862346.4798996,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.372,16,2923,43.01,7857.16,2,42.42,6,1
1784862346.4801648,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.372,17,2989,45.66,8028.85,2,43.26,6,1
1784862346.480578,142.251.153.119,172.27.112.252,443,60622,TCP,1414,PA,0.282,15,19399,53.19,68783.79,1,53.19,0,0
1784862346.4809408,142.251.153.119,172.27.112.252,443,60622,TCP,1414,A,0.282,16,20813,56.66,73702.63,1,56.66,0,0
1784862346.4811854,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.373,18,3055,48.22,8183.7,2,44.07,6,1
1784862346.4814196,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.374,19,3121,50.87,8355.26,2,44.91,6,1
1784862346.4816895,142.251.153.119,172.27.112.252,443,60622,TCP,1414,PA,0.283,17,22227,60.04,78501.75,1,60.04,0,0
1784862346.4819307,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.374,20,3187,53.47,8520.29,2,45.74,6,1
1784862346.4835477,142.251.153.119,172.27.112.252,443,60622,TCP,2762,PA,0.285,18,24989,63.16,87681.19,1,63.16,0,0
1784862346.4841895,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.376,21,3253,55.81,8644.54,2,46.49,6,1
1784862346.4846876,142.251.153.119,172.27.112.252,443,60622,TCP,1414,A,0.286,19,26403,66.4,92273.56,1,66.4,0,0
1784862346.4849968,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.377,22,3319,58.34,8801.05,2,47.31,6,1
1784862346.4859257,142.251.153.119,172.27.112.252,443,60622,TCP,1414,PA,0.287,20,27817,69.6,96796.4,1,69.6,0,0
1784862346.4862552,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.378,23,3385,60.79,8946.21,2,48.1,6,1
1784862346.4911876,142.251.153.119,172.27.112.252,443,60622,TCP,1414,A,0.293,21,29231,71.76,99887.81,1,71.76,0,0
1784862346.4917538,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.384,24,3451,62.52,8989.99,2,48.72,6,1
1784862346.4928403,142.251.153.119,172.27.112.252,443,60622,TCP,1414,PA,0.294,22,30645,74.76,104131.62,1,74.76,0,0
1784862346.4933133,142.251.153.119,172.27.112.252,443,60622,TCP,1414,A,0.295,23,32059,78.03,108761.57,1,78.03,0,0
1784862346.4939563,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.386,25,3517,64.75,9109.66,2,49.47,6,1
1784862346.4945393,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.387,26,3583,67.24,9266.62,2,50.28,6,1
1784862346.494853,142.251.153.119,172.27.112.252,443,60622,TCP,1414,PA,0.296,24,33473,81.0,112968.53,1,81.0,0,0
1784862346.4950926,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.387,27,3649,69.73,9423.82,2,51.09,6,1
1784862346.4958487,142.251.153.119,172.27.112.252,443,60622,TCP,2762,PA,0.297,25,36235,84.09,121880.51,1,84.09,0,0
1784862346.496534,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.389,28,3715,72.04,9558.69,2,51.87,6,1
1784862346.5414004,142.251.153.119,172.27.112.252,443,60622,TCP,2762,PA,0.343,26,38997,75.83,113743.23,1,75.83,0,0
1784862346.5420732,142.250.182.238,172.27.112.252,80,57328,TCP,66,A,0.08,2,140,25.09,1756.55,5,29.4,0,0
1784862346.5425885,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.435,29,3781,66.71,8697.83,2,50.75,6,1
1784862346.5506024,142.251.153.119,172.27.112.252,443,60622,TCP,2762,PA,0.352,27,41759,76.69,118615.61,1,76.69,0,0
1784862346.551776,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.444,30,3847,67.58,8666.49,2,51.18,6,1
1784862346.5526288,142.251.153.119,172.27.112.252,443,60622,TCP,2762,PA,0.354,28,44521,79.08,125737.3,1,79.08,0,0
1784862346.553503,142.251.153.119,172.27.112.252,443,60622,TCP,2762,PA,0.355,29,47283,81.7,133208.9,1,81.7,0,0
1784862346.553871,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.446,31,3913,69.51,8773.77,2,51.89,6,1
1784862346.554264,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.446,32,3979,71.69,8913.9,2,52.67,6,1
1784862346.554607,142.251.153.119,172.27.112.252,443,60622,TCP,2762,PA,0.356,30,50045,84.26,140553.08,1,84.26,0,0
1784862346.554965,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.447,33,4045,73.81,9047.55,2,53.44,6,1
1784862346.5553358,142.251.153.119,172.27.112.252,443,60622,TCP,1414,A,0.357,31,51459,86.89,144229.12,1,86.89,0,0
1784862346.555678,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.448,34,4111,75.93,9180.53,2,54.21,6,1
1784862346.557523,142.251.153.119,172.27.112.252,443,60622,TCP,1414,PA,0.359,32,52873,89.14,147289.32,1,89.14,0,0
1784862346.5582128,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.45,35,4177,77.72,9275.41,2,54.89,6,1
1784862346.5602615,142.251.153.119,172.27.112.252,443,60622,TCP,2762,PA,0.362,33,55635,91.23,153810.12,1,91.23,0,0
1784862346.5608501,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.453,36,4243,79.48,9367.11,2,55.57,6,1
1784862346.5627866,142.251.153.119,172.27.112.252,443,60622,TCP,2762,PA,0.364,34,58397,93.35,160326.79,1,93.35,0,0
1784862346.563373,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.455,37,4309,81.23,9460.13,2,56.25,6,1
1784862346.5654774,142.251.153.119,172.27.112.252,443,60622,TCP,1414,A,0.367,35,59811,95.39,163004.69,1,95.39,0,0
1784862346.5659487,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.458,38,4375,82.96,9551.02,2,56.93,6,1
1784862346.5665984,142.251.153.119,172.27.112.252,443,60622,TCP,1414,PA,0.368,36,61225,97.81,166350.07,1,97.81,0,0
1784862346.5670116,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.459,39,4441,84.94,9672.66,2,57.67,6,1
1784862346.5692987,142.251.153.119,172.27.112.252,443,60622,TCP,1414,A,0.371,37,62639,99.8,168952.36,1,99.8,0,0
1784862346.5698986,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.462,40,4507,86.58,9755.07,2,58.33,6,1
1784862346.572144,142.251.153.119,172.27.112.252,443,60622,TCP,1414,PA,0.374,38,64053,101.71,171450.48,1,101.71,0,0
1784862346.572754,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.465,41,4573,88.2,9837.13,2,58.98,6,1
1784862346.5820806,142.251.153.119,172.27.112.252,443,60622,TCP,2762,PA,0.384,39,66815,101.69,174210.02,1,101.69,0,0
1784862346.5826871,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.475,42,4639,88.46,9770.33,2,59.31,6,1
1784862346.5830662,142.251.153.119,172.27.112.252,443,60622,TCP,2762,PA,0.385,40,69577,104.03,180946.51,1,104.03,0,0
1784862346.583346,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.475,43,4705,90.44,9895.61,2,60.06,6,1
1784862346.5858657,142.251.153.119,172.27.112.252,443,60622,TCP,2762,PA,0.387,41,72339,105.86,186769.75,1,105.86,0,0
1784862346.586343,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.478,44,4771,91.96,9971.56,2,60.69,6,1
1784862346.587939,142.251.153.119,172.27.112.252,443,60622,TCP,1414,A,0.389,42,73753,107.86,189406.63,1,107.86,0,0
1784862346.58851,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.481,45,4837,93.63,10063.93,2,61.37,6,1
1784862346.5888922,142.251.153.119,172.27.112.252,443,60622,TCP,1414,PA,0.39,43,75167,110.16,192566.56,1,110.16,0,0
1784862346.5891762,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.481,46,4903,95.58,10187.13,2,62.11,6,1
1784862346.5925186,142.251.153.119,172.27.112.252,443,60622,TCP,1414,A,0.394,44,76581,111.68,194383.17,1,111.68,0,0
1784862346.5929813,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.485,47,4969,96.89,10243.27,2,62.71,6,1
1784862346.5935423,142.251.153.119,172.27.112.252,443,60622,TCP,1414,PA,0.395,45,77995,113.93,197459.16,1,113.93,0,0
1784862346.594007,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.486,48,5035,98.74,10357.43,2,63.43,6,1
1784862346.5968869,142.251.153.119,172.27.112.252,443,60622,TCP,2762,PA,0.398,46,80757,115.48,202735.07,1,115.48,0,0
1784862346.5974848,142.251.153.119,172.27.112.252,443,60622,TCP,1414,A,0.399,47,82171,117.81,205975.62,1,117.81,0,0
1784862346.5977697,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.49,49,5101,100.02,10412.6,2,64.02,6,1
1784862346.5989432,142.251.153.119,172.27.112.252,443,60622,TCP,1414,PA,0.4,48,83585,119.88,208756.89,1,119.88,0,0
1784862346.5993218,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.491,50,5167,101.74,10514.01,2,64.71,6,1
1784862346.6001618,142.251.153.119,172.27.112.252,443,60622,TCP,1414,A,0.402,49,84999,122.01,211644.3,1,122.01,0,0
1784862346.6023624,142.251.153.119,172.27.112.252,443,60622,TCP,1414,PA,0.404,50,86413,123.82,213992.55,1,123.82,0,0
1784862346.6027942,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.495,51,5233,103.05,10573.6,2,65.31,6,1
1784862346.6039994,142.251.153.119,172.27.112.252,443,60622,TCP,1414,A,0.405,51,87827,125.79,216616.05,1,125.79,0,0
1784862346.6047013,142.250.182.238,172.27.112.252,80,57328,TCP,1313,PA,0.142,3,1453,21.08,10208.69,5,28.62,0,0
1784862346.6050823,142.250.182.238,172.27.112.252,80,57328,TCP,66,FA,0.143,4,1519,28.03,10643.91,5,29.54,0,0
1784862346.6053672,172.27.112.252,142.250.182.238,57328,80,TCP,66,A,0.23,4,292,17.39,1269.31,2,65.94,6,4
1784862346.6056368,172.27.112.252,142.250.182.238,57328,80,TCP,66,FA,0.23,5,358,21.71,1554.39,2,66.7,6,4
1784862346.606288,142.251.153.119,172.27.112.252,443,60622,TCP,1414,PA,0.408,52,89241,127.53,218868.12,1,127.53,0,0
1784862346.6071157,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.499,52,5299,104.16,10614.28,2,67.39,6,1
1784862346.6153646,142.251.153.119,172.27.112.252,443,60622,TCP,1414,A,0.417,53,90655,127.15,217494.43,1,127.15,0,0
1784862346.6193216,142.251.153.119,172.27.112.252,443,60622,TCP,1414,PA,0.421,54,92069,128.34,218809.55,1,128.34,0,0
1784862346.620096,142.251.153.119,172.27.112.252,443,60622,TCP,2762,PA,0.422,55,94831,130.47,224959.66,1,130.47,0,0
1784862346.6208603,142.251.153.119,172.27.112.252,443,60622,TCP,320,PA,0.422,56,95151,132.6,225310.22,1,132.6,0,0
1784862346.6217604,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.514,53,5365,103.14,10440.22,2,67.4,6,1
1784862346.6226327,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.515,54,5431,104.91,10550.75,2,68.11,6,1
1784862346.6231413,172.27.112.252,142.251.153.119,60622,443,TCP,114,PA,0.515,55,5545,106.74,10761.58,2,68.84,6,1
1784862346.6236713,172.27.112.252,142.251.153.119,60622,443,TCP,90,PA,0.516,56,5635,108.57,10925.01,2,69.57,6,1
1784862346.6239288,172.27.112.252,142.251.153.119,60622,443,TCP,66,FA,0.516,57,5701,110.46,11047.46,2,70.31,6,1
1784862346.6241984,172.27.112.252,142.250.182.238,41390,443,TCP,114,PA,1.29,15,2897,11.63,2246.41,2,71.05,6,1
1784862346.6247253,172.27.112.252,142.250.182.238,41390,443,TCP,90,PA,1.29,16,2987,12.4,2315.25,2,71.78,6,1
1784862346.625042,172.27.112.252,142.250.182.238,57330,80,TCP,74,S,0.0,1,74,0.0,0.0,2,72.52,7,5
1784862346.6253088,172.27.112.252,142.250.182.238,41390,443,TCP,66,FA,1.291,17,3053,13.17,2365.34,2,73.26,7,1
1784862346.6467788,172.27.112.252,142.250.182.238,41404,443,TCP,74,S,0.0,1,74,0.0,0.0,2,72.83,8,2
1784862346.6771579,142.250.182.238,172.27.112.252,80,57328,TCP,66,A,0.215,5,1585,23.28,7379.43,5,28.56,0,0
1784862346.6972387,142.251.153.119,172.27.112.252,443,60622,TCP,78,A,0.499,57,95229,114.3,190958.54,1,114.3,0,0
1784862346.6976628,142.250.182.238,172.27.112.252,443,41390,TCP,78,A,1.175,12,8461,10.21,7199.61,5,28.91,0,0
1784862346.698526,142.251.153.119,172.27.112.252,443,60622,TCP,78,A,0.5,58,95307,116.01,190622.91,1,116.01,0,0
1784862346.698985,142.250.182.238,172.27.112.252,80,57330,TCP,74,SA,0.0,1,74,0.0,0.0,6,29.73,0,0
1784862346.6992538,142.250.182.238,172.27.112.252,443,41390,TCP,78,A,1.177,13,8539,11.05,7256.16,6,30.57,0,0
1784862346.700327,172.27.112.252,142.250.182.238,57330,80,TCP,66,A,0.075,2,140,26.57,1859.6,2,70.76,8,5
1784862346.7010942,172.27.112.252,142.250.182.238,57330,80,TCP,86,PA,0.076,3,226,39.45,2971.64,2,71.44,8,5
1784862346.7014115,142.251.153.119,172.27.112.252,443,60622,TCP,66,A,0.503,59,95373,117.33,189660.3,1,117.33,0,0
1784862346.701792,142.251.153.119,172.27.112.252,443,60622,TCP,66,FA,0.503,60,95439,119.23,189648.04,1,119.23,0,0
1784862346.702076,172.27.112.252,142.251.153.119,60622,443,TCP,66,A,0.594,58,5767,97.61,9705.59,2,72.1,8,1
1784862346.7023437,142.250.182.238,172.27.112.252,443,41390,TCP,66,A,1.18,14,8605,11.87,7293.09,6,31.34,0,0
1784862346.7025917,142.250.182.238,172.27.112.252,443,41390,TCP,66,FA,1.18,15,8671,12.71,7347.49,6,32.18,0,0
1784862346.7028234,172.27.112.252,142.250.182.238,41390,443,TCP,66,A,1.368,18,3119,13.16,2279.57,2,72.77,8,2
1784862346.735938,142.250.182.238,172.27.112.252,443,41404,TCP,74,SA,0.0,1,74,0.0,0.0,7,32.12,0,0
1784862346.7378018,172.27.112.252,142.250.182.238,41404,443,TCP,66,A,0.091,2,140,21.97,1538.07,2,71.7,8,2
1784862346.743158,172.27.112.252,142.250.182.238,41404,443,TCP,1636,PA,0.096,3,1776,31.13,18427.2,2,72.13,8,2
1784862346.7904277,142.250.182.238,172.27.112.252,80,57330,TCP,66,A,0.091,2,140,21.87,1531.02,7,31.53,0,0
1784862346.8321474,142.250.182.238,172.27.112.252,443,41404,TCP,66,A,0.096,2,140,20.79,1455.16,7,31.29,0,0
1784862346.835032,142.250.182.238,172.27.112.252,443,41404,TCP,66,A,0.099,3,206,30.27,2078.84,7,31.98,0,0
1784862346.836307,142.250.182.238,172.27.112.252,443,41404,TCP,1414,A,0.1,4,1620,39.85,16140.45,7,32.71,0,0
1784862346.8377414,172.27.112.252,142.250.182.238,41404,443,TCP,66,A,0.191,4,1842,20.95,9645.87,2,68.34,8,2
