timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_length,tcp_flags,flow_duration,flow_packet_count,flow_byte_count,flow_pps,flow_bps,scan_distinct_ports,scan_pps,syn_count,port_repeat_count
1784862369.6856496,172.27.112.252,142.251.153.119,40562,443,TCP,114,PA,0.448,42,4687,93.7,10456.69,2,114.68,32,11
1784862369.686023,172.27.112.252,142.251.153.119,40562,443,TCP,90,PA,0.449,43,4777,95.85,10648.61,2,114.87,32,11
1784862369.6863723,172.27.112.252,142.251.153.119,40562,443,TCP,66,FA,0.449,44,4843,98.01,10787.33,2,115.06,32,11
1784862369.6866896,172.27.112.252,142.250.182.238,42006,443,TCP,114,PA,0.762,15,2897,19.69,3801.85,2,115.25,32,11
1784862369.6869884,172.27.112.252,142.250.182.238,42006,443,TCP,90,PA,0.762,16,2987,20.99,3918.43,2,115.45,32,11
1784862369.6873507,172.27.112.252,142.250.182.238,42006,443,TCP,66,FA,0.763,17,3053,22.29,4003.1,2,115.64,32,11
1784862369.7081938,172.27.112.252,142.250.182.238,42008,443,TCP,74,S,0.0,1,74,0.0,0.0,2,114.95,33,12
1784862369.750779,142.250.182.238,172.27.112.252,443,42006,TCP,78,A,0.769,13,8527,16.91,11093.89,27,42.38,0,0
1784862369.7528958,142.250.182.238,172.27.112.252,443,42006,TCP,78,A,0.771,14,8605,18.16,11164.62,27,42.56,0,0
1784862369.75355,142.250.182.238,172.27.112.252,443,42006,TCP,66,A,0.771,15,8671,19.45,11240.71,27,42.76,0,0
1784862369.7539327,142.250.182.238,172.27.112.252,443,42006,TCP,66,FA,0.772,16,8737,20.73,11320.66,27,42.96,0,0
1784862369.754316,172.27.112.252,142.250.182.238,42006,443,TCP,66,A,0.83,18,3119,21.7,3759.54,2,114.23,33,12
1784862369.7548003,142.251.153.119,172.27.112.252,443,40562,TCP,78,A,0.451,60,95558,132.94,211722.69,7,84.6,0,0
1784862369.7551382,142.251.153.119,172.27.112.252,443,40562,TCP,78,A,0.452,61,95636,135.05,211737.01,7,84.64,0,0
1784862369.7554076,142.251.153.119,172.27.112.252,443,40562,TCP,66,A,0.452,62,95702,137.19,211756.83,7,84.83,0,0
1784862369.7556708,142.251.153.119,172.27.112.252,443,40562,TCP,66,FA,0.452,63,95768,139.32,211779.52,7,85.03,0,0
1784862369.7559817,172.27.112.252,142.251.153.119,40562,443,TCP,66,A,0.519,45,4909,86.78,9466.57,2,114.25,33,11
1784862369.7811964,142.250.182.238,172.27.112.252,443,42008,TCP,74,SA,0.0,1,74,0.0,0.0,28,42.92,0,0
1784862369.7820086,172.27.112.252,142.250.182.238,42008,443,TCP,66,A,0.074,2,140,27.09,1896.64,2,113.02,33,12
1784862369.7837064,172.27.112.252,142.250.182.238,42008,443,TCP,1636,PA,0.076,3,1776,39.73,23519.24,2,113.18,33,12
1784862369.8559296,142.250.182.238,172.27.112.252,443,42008,TCP,66,A,0.075,2,140,26.76,1873.33,28,42.69,0,0
1784862369.8579865,142.250.182.238,172.27.112.252,443,42008,TCP,66,A,0.077,3,206,39.07,2682.64,28,42.87,0,0
1784862369.859733,142.250.182.238,172.27.112.252,443,42008,TCP,2762,PA,0.079,4,2968,50.93,37791.23,28,43.06,0,0
1784862369.8608103,142.250.182.238,172.27.112.252,443,42008,TCP,1414,A,0.08,5,4382,62.8,55040.62,28,43.25,0,0
1784862369.8612442,172.27.112.252,142.250.182.238,42008,443,TCP,66,A,0.153,4,1842,26.14,12035.25,2,109.27,31,12
1784862369.8618424,172.27.112.252,142.250.182.238,42008,443,TCP,66,A,0.154,5,1908,32.54,12417.94,2,109.45,31,12
1784862369.8688118,142.250.182.238,172.27.112.252,443,42008,TCP,1414,PA,0.088,6,5796,68.48,66152.69,27,43.32,0,0
1784862369.8700314,142.250.182.238,172.27.112.252,443,42008,TCP,932,PA,0.089,7,6728,78.8,75735.91,27,43.51,0,0
1784862369.870547,172.27.112.252,142.250.182.238,42008,443,TCP,66,A,0.162,6,1974,36.96,12158.67,2,109.46,31,12
1784862369.8709095,172.27.112.252,142.250.182.238,42008,443,TCP,66,A,0.163,7,2040,43.02,12537.21,2,109.66,31,12
1784862369.8712177,172.27.112.252,142.250.182.238,42008,443,TCP,146,PA,0.163,8,2186,49.07,13409.07,2,109.85,31,12
1784862369.8715127,172.27.112.252,142.250.182.238,42008,443,TCP,188,PA,0.163,9,2374,55.11,14535.98,2,110.04,31,12
1784862369.87186,172.27.112.252,142.250.182.238,42008,443,TCP,114,PA,0.164,10,2488,61.1,15201.67,2,110.24,31,12
1784862369.9321957,142.250.182.238,172.27.112.252,443,42008,TCP,716,PA,0.151,8,7444,52.98,49298.24,26,42.87,0,0
1784862369.9329162,172.27.112.252,142.250.182.238,42008,443,TCP,97,PA,0.225,11,2585,48.95,11503.08,2,110.43,31,12
1784862369.934489,142.250.182.238,172.27.112.252,443,42008,TCP,97,PA,0.153,9,7541,58.71,49193.49,26,43.05,0,0
1784862369.9771152,172.27.112.252,142.250.182.238,42008,443,TCP,66,A,0.269,12,2651,44.62,9857.9,2,109.65,31,12
1784862370.0160341,142.250.182.238,172.27.112.252,443,42008,TCP,66,A,0.235,10,7607,42.58,32392.57,26,41.61,0,0
1784862370.0172367,142.250.182.238,172.27.112.252,443,42008,TCP,486,PA,0.236,11,8093,46.6,34286.51,26,41.8,0,0
1784862370.0180488,142.250.182.238,172.27.112.252,443,42008,TCP,317,PA,0.237,12,8410,50.66,35507.34,26,41.8,0,0
1784862370.0186875,142.250.182.238,172.27.112.252,443,42008,TCP,105,PA,0.237,13,8515,54.74,35853.97,26,42.29,0,0
1784862370.01905,172.27.112.252,142.250.182.238,42008,443,TCP,66,A,0.311,13,2717,41.82,8740.38,2,107.6,31,12
1784862370.0197794,172.27.112.252,142.250.182.238,42008,443,TCP,66,A,0.312,14,2783,44.93,8931.73,2,107.86,31,12
1784862370.0201302,172.27.112.252,142.250.182.238,42008,443,TCP,66,A,0.312,15,2849,48.09,9133.27,2,108.05,31,12
1784862370.0262392,172.27.112.252,142.251.153.119,40576,443,TCP,74,S,0.0,1,74,0.0,0.0,2,108.12,32,12
1784862370.0885954,142.251.153.119,172.27.112.252,443,40576,TCP,74,SA,0.0,1,74,0.0,0.0,7,79.56,0,0
1784862370.0895913,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.063,2,140,31.57,2209.87,2,108.07,31,12
1784862370.0901926,172.27.112.252,142.251.153.119,40576,443,TCP,1640,PA,0.064,3,1780,46.91,27832.77,2,108.26,31,12
1784862370.1853275,172.27.112.252,142.250.182.238,46834,80,TCP,66,FA,19.522,12,820,0.61,42.0,2,107.96,30,40
1784862370.1910813,142.251.153.119,172.27.112.252,443,40576,TCP,66,A,0.102,2,140,19.51,1366.04,7,78.11,0,0
1784862370.1918206,142.251.153.119,172.27.112.252,443,40576,TCP,66,A,0.103,3,206,29.06,1995.64,7,78.3,0,0
1784862370.198135,142.251.153.119,172.27.112.252,443,40576,TCP,1414,A,0.11,4,1620,36.52,14789.18,7,78.4,0,0
1784862370.1988976,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.173,4,1846,23.17,10691.63,2,107.87,30,12
1784862370.200753,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.112,5,3034,44.58,27051.22,7,78.57,0,0
1784862370.2014894,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.175,5,1912,28.53,10910.11,2,108.02,30,12
1784862370.2022128,142.251.153.119,172.27.112.252,443,40576,TCP,1414,A,0.114,6,4448,52.81,39148.93,7,78.74,0,0
1784862370.202906,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.177,6,1978,33.96,11196.22,2,108.19,30,12
1784862370.2036343,142.251.153.119,172.27.112.252,443,40576,TCP,1226,PA,0.115,7,5674,60.85,49322.46,7,78.92,0,0
1784862370.2041228,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.178,7,2044,39.35,11490.66,2,108.36,30,12
1784862370.2049518,172.27.112.252,142.251.153.119,40576,443,TCP,146,PA,0.179,8,2190,44.76,12254.31,2,108.55,30,12
1784862370.205527,172.27.112.252,142.251.153.119,40576,443,TCP,192,PA,0.179,9,2382,50.2,13285.89,2,108.74,30,12
1784862370.205943,172.27.112.252,142.251.153.119,40576,443,TCP,114,PA,0.18,10,2496,55.65,13889.51,2,108.93,30,12
1784862370.28116,172.27.112.252,142.250.182.238,58672,80,TCP,74,S,1.012,2,148,1.98,146.29,2,108.09,30,40
1784862370.2818654,142.251.153.119,172.27.112.252,443,40576,TCP,66,A,0.193,8,5740,41.39,29699.39,7,78.88,0,0
1784862370.3041,142.251.153.119,172.27.112.252,443,40576,TCP,66,A,0.216,9,5806,41.76,26941.41,7,78.73,0,0
1784862370.3050456,142.251.153.119,172.27.112.252,443,40576,TCP,66,A,0.216,10,5872,46.2,27128.64,7,78.91,0,0
1784862370.3056645,142.251.153.119,172.27.112.252,443,40576,TCP,716,PA,0.217,11,6588,50.68,30349.78,7,79.11,0,0
1784862370.306024,142.251.153.119,172.27.112.252,443,40576,TCP,97,PA,0.217,12,6685,55.19,30745.71,7,79.3,0,0
1784862370.306345,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.28,11,2562,39.27,9146.54,2,107.75,30,12
1784862370.306689,172.27.112.252,142.251.153.119,40576,443,TCP,97,PA,0.28,12,2659,42.79,9481.2,2,107.94,30,12
1784862370.3310728,172.27.112.252,142.250.182.238,,,OTHER,98,,25.03,26,2548,1.04,101.8,2,107.2,30,0
1784862370.3410394,142.250.182.238,172.27.112.252,80,58672,TCP,74,SA,0.0,1,74,0.0,0.0,25,39.59,0,0
1784862370.3418024,172.27.112.252,142.250.182.238,58672,80,TCP,66,A,1.072,3,214,2.8,199.57,2,106.6,30,40
1784862370.3423705,172.27.112.252,142.250.182.238,58672,80,TCP,86,PA,1.073,4,300,3.73,279.62,2,106.4,30,40
1784862370.379921,142.251.153.119,172.27.112.252,443,40576,TCP,66,A,0.291,13,6751,44.62,23173.39,7,78.61,0,0
1784862370.3910155,142.250.182.238,172.27.112.252,,,OTHER,98,,24.869,26,2548,1.05,102.46,25,39.41,0,0
1784862370.405039,142.250.182.238,172.27.112.252,80,58672,TCP,66,A,0.064,2,140,31.25,2187.51,25,39.5,0,0
1784862370.4363003,172.27.112.252,8.8.8.8,51693,53,UDP,47,,0.0,1,47,0.0,0.0,2,107.31,30,0
1784862370.478413,142.250.182.238,172.27.112.252,80,58672,TCP,1313,PA,0.137,3,1453,21.84,10576.99,25,39.61,0,0
1784862370.4790907,142.250.182.238,172.27.112.252,80,58672,TCP,66,FA,0.138,4,1519,28.97,11003.16,25,39.8,0,0
1784862370.4797778,172.27.112.252,142.250.182.238,58672,80,TCP,66,A,1.21,5,366,4.13,302.41,2,106.57,30,40
1784862370.4805243,172.27.112.252,142.250.182.238,58672,80,TCP,66,FA,1.211,6,432,4.95,356.72,2,106.76,30,40
1784862370.487969,172.27.112.252,142.250.182.238,58678,80,TCP,74,S,0.0,1,74,0.0,0.0,2,106.8,31,40
1784862370.5362837,142.250.182.238,172.27.112.252,80,58672,TCP,66,A,0.195,5,1585,25.61,8118.03,25,40.07,0,0
1784862370.5456717,142.250.182.238,172.27.112.252,80,58678,TCP,74,SA,0.0,1,74,0.0,0.0,26,40.2,0,0
1784862370.5464945,172.27.112.252,142.250.182.238,58678,80,TCP,66,A,0.059,2,140,34.17,2392.12,2,106.18,30,40
1784862370.5472488,172.27.112.252,142.250.182.238,58678,80,TCP,86,PA,0.059,3,226,50.61,3812.42,2,106.36,30,40
1784862370.6254861,142.250.182.238,172.27.112.252,80,58678,TCP,66,A,0.08,2,140,25.06,1754.07,25,40.08,0,0
1784862370.697247,142.250.182.238,172.27.112.252,80,58678,TCP,1314,PA,0.152,3,1454,19.79,9592.59,25,39.71,0,0
1784862370.698181,142.250.182.238,172.27.112.252,80,58678,TCP,66,FA,0.153,4,1520,26.23,9966.61,25,39.9,0,0
1784862370.6987424,172.27.112.252,142.250.182.238,58678,80,TCP,66,A,0.211,4,292,18.98,1385.37,2,100.41,30,40
1784862370.6991048,172.27.112.252,142.250.182.238,58678,80,TCP,66,FA,0.211,5,358,23.68,1695.59,2,100.6,30,40
1784862370.7096295,172.27.112.252,142.250.182.238,58692,80,TCP,74,S,0.0,1,74,0.0,0.0,2,100.0,31,41
1784862370.7294118,142.251.153.119,172.27.112.252,443,40576,TCP,1070,PA,0.641,14,7821,21.85,12204.74,7,68.22,0,0
1784862370.7300887,142.251.153.119,172.27.112.252,443,40576,TCP,956,PA,0.641,15,8777,23.38,13682.14,7,68.41,0,0
1784862370.7307951,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.705,13,2725,18.45,3867.68,2,101.07,30,12
1784862370.7452195,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.657,16,10191,24.37,15520.3,7,68.4,0,0
1784862370.7460837,142.251.153.119,172.27.112.252,443,40576,TCP,1036,PA,0.657,17,11227,25.86,17075.59,7,68.59,0,0
1784862370.746968,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.658,18,12641,27.34,19200.37,7,68.78,0,0
1784862370.7473779,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.721,14,2791,19.41,3870.27,2,100.93,30,12
1784862370.7513235,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.663,19,14055,28.67,21207.79,7,68.92,0,0
1784862370.7522984,142.251.153.119,172.27.112.252,443,40576,TCP,187,PA,0.664,20,14242,30.13,21458.39,7,69.11,0,0
1784862370.7529457,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.727,15,2857,20.64,3931.44,2,101.02,30,12
1784862370.7533708,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.665,21,15656,31.59,23550.81,7,69.3,0,0
1784862370.7553189,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.667,22,17070,33.0,25602.82,7,69.47,0,0
1784862370.755821,142.251.153.119,172.27.112.252,443,40576,TCP,185,PA,0.667,23,17255,34.47,25860.82,7,69.66,0,0
1784862370.7560985,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.73,16,2923,21.92,4004.88,2,101.16,30,12
1784862370.7598388,142.250.182.238,172.27.112.252,80,58678,TCP,66,A,0.214,5,1586,23.35,7405.43,25,39.91,0,0
1784862370.761434,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.673,24,18669,35.67,27746.62,7,69.78,0,0
1784862370.7631118,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.675,25,20083,37.06,29773.92,7,69.96,0,0
1784862370.7639837,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.738,17,2989,23.04,4051.54,2,101.2,30,12
1784862370.7647026,142.251.153.119,172.27.112.252,443,40576,TCP,600,PA,0.676,26,20683,38.46,30591.3,7,70.14,0,0
1784862370.7656746,142.250.182.238,172.27.112.252,80,58692,TCP,74,SA,0.0,1,74,0.0,0.0,26,40.07,0,0
1784862370.7664669,172.27.112.252,142.250.182.238,58692,80,TCP,66,A,0.057,2,140,35.19,2463.17,2,101.35,30,40
1784862370.766822,172.27.112.252,142.250.182.238,58692,80,TCP,86,PA,0.057,3,226,52.45,3951.56,2,101.54,30,40
1784862370.7712617,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.683,27,22097,39.55,32368.67,7,70.25,0,0
1784862370.7721639,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.746,18,3055,24.13,4095.59,2,101.63,30,12
1784862370.7816937,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.693,28,23511,40.4,33921.59,7,70.14,0,0
1784862370.7825525,142.251.153.119,172.27.112.252,443,40576,TCP,911,PA,0.694,29,24422,41.79,35192.38,7,70.33,0,0
1784862370.783039,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.757,19,3121,25.11,4123.94,2,101.61,30,12
1784862370.8003232,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.712,30,25836,42.15,36300.39,6,75.23,0,0
1784862370.8015282,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.713,31,27250,43.48,38222.39,6,75.42,0,0
1784862370.8020995,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.776,20,3187,25.78,4107.7,2,101.04,30,12
1784862370.802475,142.251.153.119,172.27.112.252,443,40576,TCP,1296,PA,0.714,32,28546,44.83,39987.14,6,75.62,0,0
1784862370.8028271,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.714,33,29960,46.2,41947.17,6,75.83,0,0
1784862370.8032222,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.715,34,31374,47.58,43902.64,6,76.04,0,0
1784862370.8035834,142.251.153.119,172.27.112.252,443,40576,TCP,1196,PA,0.715,35,32570,48.95,45553.21,6,76.25,0,0
1784862370.803856,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.778,21,3253,27.01,4183.29,2,101.21,30,12
1784862370.8041868,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.716,36,33984,50.31,47490.79,6,76.45,0,0
1784862370.8045735,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.716,37,35398,51.68,49440.06,6,76.66,0,0
1784862370.8049426,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.779,22,3319,28.25,4262.21,2,101.39,30,12
1784862370.8054147,142.251.153.119,172.27.112.252,443,40576,TCP,1057,PA,0.717,38,36455,53.01,50856.61,6,76.86,0,0
1784862370.8057346,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.779,23,3385,29.51,4342.55,2,101.57,30,12
1784862370.819365,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.731,39,37869,53.37,51820.71,6,76.85,0,0
1784862370.8203092,142.251.153.119,172.27.112.252,443,40576,TCP,2762,PA,0.732,40,40631,54.67,55528.54,6,77.04,0,0
1784862370.8210356,142.251.153.119,172.27.112.252,443,40576,TCP,935,PA,0.732,41,41566,55.98,56750.02,6,77.25,0,0
1784862370.8213203,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.795,24,3451,30.19,4340.44,2,102.27,29,12
1784862370.8239985,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.735,42,42980,57.11,58444.14,6,77.41,0,0
1784862370.824816,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.799,25,3517,31.31,4404.08,2,102.4,29,12
1784862370.8257437,142.251.153.119,172.27.112.252,443,40576,TCP,1414,A,0.737,43,44394,58.33,60223.98,6,77.6,0,0
1784862370.8262446,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.738,44,45808,59.65,62099.98,6,77.8,0,0
1784862370.8265133,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.8,26,3583,32.49,4477.22,2,102.57,29,12
1784862370.8268876,142.251.153.119,172.27.112.252,443,40576,TCP,101,PA,0.738,45,45909,60.95,62182.7,6,78.0,0,0
1784862370.8331766,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.745,46,47323,61.78,63556.53,6,78.11,0,0
1784862370.8340197,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.808,27,3649,33.42,4517.32,2,102.62,29,12
1784862370.8348558,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.746,47,48737,62.98,65308.3,6,78.3,0,0
1784862370.836226,142.251.153.119,172.27.112.252,443,40576,TCP,1067,PA,0.748,48,49804,64.2,66615.79,6,78.49,0,0
1784862370.8367803,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.811,28,3715,34.54,4583.36,2,102.76,29,12
1784862370.839571,142.250.182.238,172.27.112.252,80,58692,TCP,66,A,0.074,2,140,27.06,1894.54,25,38.97,0,0
1784862370.851942,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.763,49,51218,64.19,67096.64,6,78.44,0,0
1784862370.8529594,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.764,50,52632,65.41,68857.25,6,78.64,0,0
1784862370.8534768,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.827,29,3781,35.06,4570.63,2,102.62,29,12
1784862370.8538477,142.251.153.119,172.27.112.252,443,40576,TCP,1342,PA,0.765,51,53974,66.64,70530.98,6,78.83,0,0
1784862370.8541522,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.766,52,55388,67.92,72349.95,6,79.04,0,0
1784862370.8544123,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.828,30,3847,36.22,4645.16,2,102.8,29,12
1784862370.855146,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.767,53,56802,69.14,74100.79,6,79.24,0,0
1784862370.857144,142.251.153.119,172.27.112.252,443,40576,TCP,982,PA,0.769,54,57784,70.26,75185.86,6,79.41,0,0
1784862370.857637,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.831,31,3913,37.29,4706.53,2,102.93,29,12
1784862370.8618145,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.773,55,59198,71.13,76560.45,6,79.55,0,0
1784862370.8723192,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.784,56,60612,71.45,77338.47,6,79.58,0,0
1784862370.8731177,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.847,32,3979,37.79,4698.43,2,102.81,29,12
1784862370.8735871,142.251.153.119,172.27.112.252,443,40576,TCP,1414,A,0.785,57,62026,72.61,79014.84,6,79.77,0,0
1784862370.8846717,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.796,58,63440,72.86,79690.85,6,79.8,0,0
1784862370.8856926,142.251.153.119,172.27.112.252,443,40576,TCP,1414,A,0.797,59,64854,74.02,81362.72,6,79.99,0,0
1784862370.8861191,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.86,33,4045,38.38,4704.14,2,102.48,29,12
1784862370.8924196,142.251.153.119,172.27.112.252,443,40576,TCP,332,PA,0.804,60,65186,74.64,81094.85,6,80.09,0,0
1784862370.893211,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.805,61,66600,75.81,82772.45,6,80.29,0,0
1784862370.8937252,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.805,62,68014,77.01,84475.82,6,80.49,0,0
1784862370.894126,142.251.153.119,172.27.112.252,443,40576,TCP,2762,PA,0.806,63,70776,78.21,87862.59,6,80.69,0,0
1784862370.8944254,142.251.153.119,172.27.112.252,443,40576,TCP,199,PA,0.806,64,70975,79.42,88076.89,6,80.9,0,0
1784862370.8947234,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.806,65,72389,80.63,89798.39,6,81.1,0,0
1784862370.8949895,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.869,34,4111,39.14,4732.08,2,102.04,29,12
1784862370.8953216,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.869,35,4177,40.27,4806.22,2,102.23,29,12
1784862370.8956306,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.869,36,4243,41.41,4880.43,2,102.42,29,12
1784862370.8959126,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.87,37,4309,42.54,4954.73,2,102.62,29,12
1784862370.8962152,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.808,66,73803,81.72,91383.35,6,81.29,0,0
1784862370.896611,142.251.153.119,172.27.112.252,443,40576,TCP,240,PA,0.808,67,74043,82.92,91635.61,6,81.49,0,0
1784862370.8969426,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.871,38,4375,43.64,5024.67,2,102.62,29,12
1784862370.90092,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.812,68,75457,83.71,92890.22,6,81.63,0,0
1784862370.9018016,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.813,69,76871,84.85,94528.3,6,81.82,0,0
1784862370.9022079,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.876,39,4441,44.52,5069.82,2,103.66,29,12
1784862370.902731,142.251.153.119,172.27.112.252,443,40576,TCP,992,PA,0.814,70,77863,85.98,95638.86,6,82.02,0,0
1784862370.903726,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.815,71,79277,87.1,97256.79,6,82.21,0,0
1784862370.9041905,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.878,40,4507,45.56,5133.54,2,103.83,29,12
1784862370.9051194,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.817,72,80691,88.18,98822.57,6,82.4,0,0
1784862370.908451,142.251.153.119,172.27.112.252,443,40576,TCP,1414,A,0.82,73,82105,89.04,100145.67,6,82.55,0,0
1784862370.909262,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.883,41,4573,46.43,5178.8,2,103.92,29,12
1784862370.9097445,142.251.153.119,172.27.112.252,443,40576,TCP,381,PA,0.821,74,82486,90.12,100451.91,6,82.74,0,0
1784862370.9183116,142.250.182.238,172.27.112.252,80,58692,TCP,1313,PA,0.153,3,1453,19.65,9519.32,24,37.67,0,0
1784862370.919304,142.250.182.238,172.27.112.252,80,58692,TCP,66,FA,0.154,4,1519,26.04,9887.44,24,37.87,0,0
1784862370.920088,172.27.112.252,142.250.182.238,58692,80,TCP,66,A,0.21,4,292,19.01,1387.45,2,103.9,29,40
1784862370.9206755,172.27.112.252,142.250.182.238,58692,80,TCP,66,FA,0.211,5,358,23.69,1696.31,2,104.09,29,40
1784862370.921213,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.833,75,83900,90.08,100766.56,6,82.75,0,0
1784862370.9218125,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.896,42,4639,46.9,5179.92,2,104.27,29,12
1784862370.9232094,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.835,76,85314,91.06,102219.7,6,82.92,0,0
1784862370.9239748,142.251.153.119,172.27.112.252,443,40576,TCP,710,PA,0.835,77,86024,92.17,102975.97,6,83.12,0,0
1784862370.9246435,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.898,43,4705,47.86,5237.06,2,104.41,29,12
1784862370.9254305,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.837,78,87438,93.21,104486.53,6,83.3,0,0
1784862370.9270496,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.838,79,88852,94.22,105971.2,6,83.48,0,0
1784862370.927742,142.251.153.119,172.27.112.252,443,40576,TCP,744,PA,0.839,80,89596,95.33,106770.38,6,83.68,0,0
1784862370.9280899,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.902,44,4771,48.79,5290.23,2,104.54,29,12
1784862370.934144,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.846,81,91010,95.8,107634.26,6,83.78,0,0
1784862370.9347873,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.909,45,4837,49.53,5323.88,2,104.6,29,12
1784862370.9354386,172.27.112.252,142.250.182.238,58698,80,TCP,74,S,0.0,1,74,0.0,0.0,2,104.79,30,41
1784862370.9359102,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.847,82,92424,96.78,109078.7,6,83.96,0,0
1784862370.9383721,142.251.153.119,172.27.112.252,443,40576,TCP,1065,PA,0.85,83,93489,97.67,110015.95,6,84.12,0,0
1784862370.9389493,172.27.112.252,142.251.153.119,40576,443,TCP,66,A,0.913,46,4903,50.4,5371.91,2,104.91,30,12
1784862370.9515305,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.863,84,94903,97.34,109976.99,6,84.1,0,0
1784862370.952542,142.251.153.119,172.27.112.252,443,40576,TCP,1414,PA,0.864,85,96317,98.39,111484.89,6,84.29,0,0
